time,temp
23:15:25,32
23:15:26,7
23:15:27,34
23:15:28,7
23:15:29,34
23:15:30,9
23:15:31,32
23:15:32,12
23:15:33,62
23:15:34,0
23:15:35,51
23:15:36,0
23:15:37,27
23:15:38,2
23:15:39,20
23:15:40,0
23:15:41,24
23:15:42,31
23:15:43,10
