time,temp
19:56:9,500
19:56:10,500
19:56:11,500
19:56:12,500
19:56:13,500
19:56:14,500
19:56:15,500
19:56:16,500
19:56:17,500
19:56:18,500
19:56:19,500
19:56:20,500
19:56:21,500
19:56:22,500
19:56:23,0
19:56:24,492
19:56:25,109
19:56:26,457
19:56:27,0
19:56:28,454
19:56:29,65
19:56:30,456
19:56:31,456
19:56:32,456
19:56:33,456
19:56:34,456
19:56:35,456
19:56:36,456
19:56:37,456
19:56:38,456
19:56:39,456
19:56:40,456
19:56:41,456
19:56:42,456
19:56:43,455
19:56:44,455
19:56:45,0
